treeid,spnum,spname,spcode,site,aspect,sitequal,timbersale,dominance,baselinestandBA,baselineinddbh,tension,year,month,rain,temp,growth,prevmeasdbh,olddbh,oldBA,newdbh,newBA,mardbh,marba
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2017,jul,7.9,84,4,346.8596083,346.8596083,94492.42033,350.8596083,96684.36805,4,2191.947714
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2017,jul,7.9,84,2,221.7144375,221.7144375,38608.01408,223.7144375,39307.69153,2,699.6774497
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2017,jul,7.9,84,0,30.4,30.4,725.8329536,30.4,725.8329536,0,0
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2017,jul,7.9,84,0,17.3,17.3,235.0616178,17.3,235.0616178,0,0
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2017,jul,7.98,83.5,10,55.5,55.5,2419.220649,65.5,3369.551624,10,950.330975
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2017,jul,7.98,83.5,7,37.9,37.9,1128.152823,44.9,1583.369214,7,455.216391
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2017,aug,8.43,79.35135135,3,350.8596083,350.8596083,96684.36805,353.8596083,98344.82218,3,1660.454133
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2017,aug,8.43,79.35135135,0,223.7144375,223.7144375,39307.69153,223.7144375,39307.69153,0,0
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2017,aug,8.43,79.35135135,1,30.4,30.4,725.8329536,31.4,774.3705191,1,48.5375655
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2017,aug,8.43,79.35135135,NA,17.3,17.3,235.0616178,NA,NA,NA,NA
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2017,aug,8.43,79.44444444,3,65.5,65.5,3369.551624,68.5,3685.281419,3,315.729795
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2017,aug,8.43,79.44444444,0,44.9,44.9,1583.369214,44.9,1583.369214,0,0
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2017,sep,3.07,76.53571429,0,353.8596083,353.8596083,98344.82218,353.8596083,98344.82218,0,0
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2017,sep,3.07,76.53571429,0,223.7144375,223.7144375,39307.69153,223.7144375,39307.69153,0,0
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2017,sep,3.07,76.53571429,0,31.4,31.4,774.3705191,31.4,774.3705191,0,0
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2017,sep,3.07,76.53571429,0,17.3,17.3,235.0616178,17.3,235.0616178,0,0
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2017,sep,3.32,76.06896552,0,68.5,68.5,3685.281419,68.5,3685.281419,0,0
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2017,sep,3.32,76.06896552,NA,44.9,44.9,1583.369214,NA,NA,NA,NA
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2017,oct,5.06,69.20512821,0,353.8596083,353.8596083,98344.82218,353.8596083,98344.82218,0,0
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2017,oct,5.06,69.20512821,1,223.7144375,223.7144375,39307.69153,224.7144375,39659.88645,1,352.1949174
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2017,oct,5.06,69.20512821,NA,31.4,31.4,774.3705191,NA,NA,NA,NA
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2017,oct,5.06,69.20512821,0,17.3,17.3,235.0616178,17.3,235.0616178,0,0
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2017,oct,5.57,68.52380952,0,68.5,68.5,3685.281419,68.5,3685.281419,0,0
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2017,oct,5.57,68.52380952,1,44.9,44.9,1583.369214,45.9,1654.683307,1,71.314093
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2015,may,NA,NA,NA,12.3,12.3,118.8227878,NA,NA,NA,NA
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2015,may,NA,NA,NA,9.1,9.1,65.03876698,NA,NA,NA,NA
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2015,may,NA,NA,NA,21.1,21.1,349.666821,NA,NA,NA,NA
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2015,may,NA,NA,NA,19.5,19.5,298.6473994,NA,NA,NA,NA
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2015,jun,NA,NA,NA,12.3,12.3,118.8227878,NA,NA,NA,NA
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2015,jun,NA,NA,NA,9.1,9.1,65.03876698,NA,NA,NA,NA
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2015,jun,NA,NA,NA,21.1,21.1,349.666821,NA,NA,NA,NA
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2015,jun,NA,NA,NA,19.5,19.5,298.6473994,NA,NA,NA,NA
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2015,jul,8.85,78.09,NA,12.3,12.3,118.8227878,NA,NA,NA,NA
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2015,jul,8.85,78.09,4.5,9.1,13.6,145.2671216,18.1,257.304075,4.5,112.0369534
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2015,jul,8.85,78.09,6,21.1,27.1,576.803778,33.1,860.489355,6,283.685577
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2015,jul,8.85,78.09,6.5,19.5,26,530.92871,32.5,829.5761094,6.5,298.6473994
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2015,aug,NA,NA,NA,12.3,12.3,118.8227878,NA,NA,NA,NA
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2015,aug,4.33,83.57575758,1,13.6,13.6,145.2671216,14.6,167.4153311,1,22.1482095
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2015,aug,4.33,83.57575758,3,27.1,27.1,576.803778,30.1,711.577989,3,134.774211
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2015,aug,4.33,83.57575758,1,26,26,530.92871,27,572.5547775,1,41.6260675
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2015,sep,NA,NA,NA,12.3,12.3,118.8227878,NA,NA,NA,NA
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2015,sep,NA,NA,NA,14.6,14.6,167.4153311,NA,NA,NA,NA
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2015,sep,NA,NA,NA,30.1,30.1,711.577989,NA,NA,NA,NA
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2015,sep,NA,NA,NA,27,27,572.5547775,NA,NA,NA,NA
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2015,oct,6.27,74.6375,NA,12.3,12.3,118.8227878,NA,NA,NA,NA
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2015,oct,6.27,74.6375,NA,14.6,14.6,167.4153311,NA,NA,NA,NA
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2015,oct,NA,NA,NA,30.1,30.1,711.577989,NA,NA,NA,NA
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2015,oct,6.27,74.6375,0,27,27,572.5547775,27,572.5547775,0,0
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2016,may,3.24,62.07142857,0,12.3,12.3,118.8227878,12.3,118.8227878,0,0
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2016,may,3.24,62.07142857,0,14.6,14.6,167.4153311,14.6,167.4153311,0,0
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2016,may,3.24,62.07142857,0,30.1,30.1,711.577989,30.1,711.577989,0,0
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2016,may,3.24,62.07142857,0,27,27,572.5547775,27,572.5547775,0,0
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2016,jun,3.08,81.83783784,7,12.3,12.3,118.8227878,19.3,292.5527148,7,173.729927
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2016,jun,3.08,81.83783784,6,14.6,14.6,167.4153311,20.6,333.2912831,6,165.875952
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2016,jun,3.08,81.83783784,1,30.1,30.1,711.577989,31.1,759.644316,1,48.066327
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2016,jun,3.08,81.83783784,13,27,27,572.5547775,40,1256.636,13,684.0812225
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2016,jul,2.74,87.13793103,3,19.3,19.3,292.5527148,22.3,390.5703228,3,98.017608
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2016,jul,2.74,87.13793103,0,20.6,20.6,333.2912831,20.6,333.2912831,0,0
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2016,jul,2.74,87.13793103,3,31.1,31.1,759.644316,34.1,913.268067,3,153.623751
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2016,jul,2.74,87.13793103,7,40,40,1256.636,47,1734.943078,7,478.3070775
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2016,aug,5.79,86.25806452,0,23.6,23.6,437.4349916,23.6,437.4349916,0,0
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2016,aug,5.79,86.25806452,0,23.6,23.6,437.4349916,23.6,437.4349916,0,0
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2016,aug,5.79,86.25806452,2,33.1,33.1,860.489355,35.1,967.617574,2,107.128219
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2016,aug,5.79,86.25806452,1,43,43,1452.199978,44,1520.52956,1,68.3295825
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2016,sep,3.06,82.20588235,0,23.6,23.6,437.4349916,23.6,437.4349916,0,0
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2016,sep,3.06,82.20588235,0,23.6,23.6,437.4349916,23.6,437.4349916,0,0
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2016,sep,3.06,82.20588235,NA,140.228219,140.228219,15444.01984,NA,NA,NA,NA
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2016,sep,3.06,82.20588235,0,111.3295825,111.3295825,9734.433337,111.3295825,9734.433337,0,0
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2016,oct,2.91,65.5625,0,23.6,23.6,437.4349916,23.6,437.4349916,0,0
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2016,oct,2.91,65.5625,0,23.6,23.6,437.4349916,23.6,437.4349916,0,0
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2016,oct,2.91,65.5625,0,140.228219,140.228219,15444.01984,140.228219,15444.01984,0,0
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2016,oct,2.91,65.5625,0,111.3295825,111.3295825,9734.433337,111.3295825,9734.433337,0,0
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2017,may,3.87,67.66666667,0,23.6,23.6,437.4349916,23.6,437.4349916,0,0
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2017,may,3.87,67.66666667,0,23.6,23.6,437.4349916,23.6,437.4349916,0,0
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2017,may,3.87,67.66666667,0,140.228219,140.228219,15444.01984,140.228219,15444.01984,0,0
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2017,may,3.87,67.66666667,1,111.3295825,111.3295825,9734.433337,112.3295825,9910.094686,1,175.661349
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2017,jun,6,77.39473684,8,23.6,23.6,437.4349916,31.6,784.2665276,8,346.831536
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2017,jun,6,77.39473684,7,23.6,23.6,437.4349916,30.6,735.4148031,7,297.9798115
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2017,jun,6,77.39473684,4,140.228219,140.228219,15444.01984,144.228219,16337.66534,4,893.6455011
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2017,jun,6,77.39473684,13,112.3295825,112.3295825,9910.094686,125.3295825,12336.63457,13,2426.539883
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2017,jul,7.9,84,7,31.6,31.6,784.2665276,38.6,1170.210859,7,385.9443315
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2017,jul,7.9,84,4,30.6,30.6,735.4148031,34.6,940.2464711,4,204.831668
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2017,jul,7.9,84,7,144.228219,144.228219,16337.66534,151.228219,17962.02058,7,1624.355234
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2017,jul,7.9,84,9,125.3295825,125.3295825,12336.63457,134.3295825,14172.0555,9,1835.420931
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2017,aug,8.43,79.44444444,3,38.6,38.6,1170.210859,41.6,1359.177498,3,188.9666385
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2017,aug,8.43,79.44444444,2,34.6,34.6,940.2464711,36.6,1052.087075,2,111.840604
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2017,aug,8.43,79.44444444,6,151.228219,151.228219,17962.02058,157.228219,19415.58607,6,1453.565492
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2017,aug,8.43,79.44444444,4,134.3295825,134.3295825,14172.0555,138.3295825,15028.63881,4,856.5833062
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2017,sep,3.32,76.06896552,2,41.6,41.6,1359.177498,43.6,1493.009232,2,133.831734
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2017,sep,3.32,76.06896552,0,36.6,36.6,1052.087075,36.6,1052.087075,0,0
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2017,sep,3.32,76.06896552,1,157.228219,157.228219,19415.58607,158.228219,19663.34477,1,247.7586978
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2017,sep,3.32,76.06896552,0,138.3295825,138.3295825,15028.63881,138.3295825,15028.63881,0,0
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2017,oct,5.06,69.20512821,1,43.6,43.6,1493.009232,44.6,1562.281291,1,69.2720595
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2017,oct,5.06,69.20512821,0,36.6,36.6,1052.087075,36.6,1052.087075,0,0
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2017,oct,5.06,69.20512821,6,158.228219,158.228219,19663.34477,164.228219,21182.88365,6,1519.538882
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2017,oct,5.06,69.20512821,1,138.3295825,138.3295825,15028.63881,139.3295825,15246.71162,1,218.072814
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2015,may,NA,NA,NA,14.5,14.5,165.1298244,NA,NA,NA,NA
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2015,may,NA,NA,NA,11.6,11.6,105.6830876,NA,NA,NA,NA
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2015,may,NA,NA,NA,11.1,11.1,96.76882598,NA,NA,NA,NA
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2015,may,NA,NA,NA,11.7,11.7,107.5130638,NA,NA,NA,NA
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2015,jun,11.87,77.65625,0,14.5,14.5,165.1298244,14.5,165.1298244,0,0
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2015,jun,11.87,77.65625,0,11.6,11.6,105.6830876,11.6,105.6830876,0,0
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2015,jun,NA,NA,NA,11.1,11.1,96.76882598,NA,NA,NA,NA
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2015,jun,NA,NA,NA,11.7,11.7,107.5130638,NA,NA,NA,NA
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2015,jul,NA,NA,NA,14.5,14.5,165.1298244,NA,NA,NA,NA
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2015,jul,NA,NA,NA,11.6,11.6,105.6830876,NA,NA,NA,NA
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2015,jul,NA,NA,NA,11.1,11.1,96.76882598,NA,NA,NA,NA
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2015,jul,NA,NA,NA,11.7,11.7,107.5130638,NA,NA,NA,NA
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2015,aug,6,82.31,0,14.5,14.5,165.1298244,14.5,165.1298244,0,0
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2015,aug,6,82.31,1,11.6,12.6,124.6897071,13.6,145.2671216,1,20.5774145
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2015,aug,NA,NA,NA,11.1,11.1,96.76882598,NA,NA,NA,NA
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2015,aug,NA,NA,NA,11.7,11.7,107.5130638,NA,NA,NA,NA
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2015,sep,NA,NA,NA,14.5,14.5,165.1298244,NA,NA,NA,NA
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2015,sep,NA,NA,NA,12.6,12.6,124.6897071,NA,NA,NA,NA
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2015,sep,NA,NA,NA,11.1,11.1,96.76882598,NA,NA,NA,NA
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2015,sep,NA,NA,NA,11.7,11.7,107.5130638,NA,NA,NA,NA
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2015,oct,4.765,72.72727273,0,14.5,14.5,165.1298244,14.5,165.1298244,0,0
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2015,oct,4.765,72.72727273,1.25,12.6,13.85,150.6569119,15.1,179.078484,1.25,28.42157203
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2015,oct,NA,NA,NA,11.1,11.1,96.76882598,NA,NA,NA,NA
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2015,oct,NA,NA,NA,11.7,11.7,107.5130638,NA,NA,NA,NA
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2016,may,3.24,62.07142857,0,14.5,14.5,165.1298244,14.5,165.1298244,0,0
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2016,may,3.24,62.07142857,0,13.85,13.85,150.6569119,13.85,150.6569119,0,0
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2016,may,NA,NA,NA,11.1,11.1,96.76882598,NA,NA,NA,NA
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2016,may,NA,NA,NA,11.7,11.7,107.5130638,NA,NA,NA,NA
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2016,jun,3.08,81.83783784,0,14.5,14.5,165.1298244,14.5,165.1298244,0,0
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2016,jun,3.08,81.83783784,1,13.85,13.85,150.6569119,14.85,173.1978202,1,22.54090825
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2016,jun,NA,NA,NA,11.1,11.1,96.76882598,NA,NA,NA,NA
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2016,jun,NA,NA,NA,11.7,11.7,107.5130638,NA,NA,NA,NA
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2016,jul,2.74,87.13793103,2,14.5,14.5,165.1298244,16.5,213.8244694,2,48.694645
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2016,jul,2.74,87.13793103,1,14.85,14.85,173.1978202,15.85,197.3095234,1,24.11170325
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2016,jul,NA,NA,NA,11.1,11.1,96.76882598,NA,NA,NA,NA
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2016,jul,NA,NA,NA,11.7,11.7,107.5130638,NA,NA,NA,NA
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2016,aug,6.49,86.26315789,3,16.5,16.5,213.8244694,19.5,298.6473994,3,84.82293
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2016,aug,6.49,86.26315789,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2016,aug,NA,NA,NA,11.1,11.1,96.76882598,NA,NA,NA,NA
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2016,aug,NA,NA,NA,11.7,11.7,107.5130638,NA,NA,NA,NA
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2016,sep,2.3,80.92592593,0,19.5,19.5,298.6473994,19.5,298.6473994,0,0
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2016,sep,2.3,80.92592593,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2016,sep,NA,NA,NA,11.1,11.1,96.76882598,NA,NA,NA,NA
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2016,sep,NA,NA,NA,11.7,11.7,107.5130638,NA,NA,NA,NA
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2016,oct,2.91,65.5625,0,19.5,19.5,298.6473994,19.5,298.6473994,0,0
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2016,oct,2.91,65.5625,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2016,oct,NA,NA,NA,11.1,11.1,96.76882598,NA,NA,NA,NA
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2016,oct,NA,NA,NA,11.7,11.7,107.5130638,NA,NA,NA,NA
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2017,may,3.87,67.66666667,3,19.5,19.5,298.6473994,22.5,397.6074844,3,98.960085
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2017,may,3.87,67.66666667,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2017,may,3.62,67.40625,0,11.1,11.1,96.76882598,11.1,96.76882598,0,0
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2017,may,3.62,67.40625,0,11.7,11.7,107.5130638,11.7,107.5130638,0,0
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2017,jun,6,77.41666667,4.5,22.5,22.5,397.6074844,27,572.5547775,4.5,174.9472931
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2017,jun,6,77.41666667,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2017,jun,5.88,77.15151515,0.5,11.1,11.1,96.76882598,11.6,105.6830876,0.5,8.914261625
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2017,jun,5.88,77.15151515,8,11.7,11.7,107.5130638,19.7,304.8049158,8,197.291852
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2017,jul,7.98,83.5,3,27,27,572.5547775,30,706.85775,3,134.3029725
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2017,jul,7.98,83.5,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2017,jul,10.17,83.48484848,2,11.6,11.6,105.6830876,13.6,145.2671216,2,39.584034
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2017,jul,10.17,83.48484848,1.5,19.7,19.7,304.8049158,21.2,352.9890524,1.5,48.18413663
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2017,aug,8.43,79.44444444,1,30,30,706.85775,31,754.7669975,1,47.9092475
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2017,aug,8.43,79.44444444,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2017,aug,8.43,79.44444444,1,13.6,13.6,145.2671216,14.6,167.4153311,1,22.1482095
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2017,aug,8.43,79.44444444,1,21.2,21.2,352.9890524,22.2,387.0753039,1,34.0862515
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2017,sep,3.32,76.06896552,NA,31,31,754.7669975,NA,NA,NA,NA
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2017,sep,3.32,76.06896552,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2017,sep,3.32,76.06896552,0,14.6,14.6,167.4153311,14.6,167.4153311,0,0
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2017,sep,3.32,76.06896552,0,22.2,22.2,387.0753039,22.2,387.0753039,0,0
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2017,oct,5.57,68.52380952,0,31,31,754.7669975,31,754.7669975,0,0
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2017,oct,5.57,68.52380952,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2017,oct,5.06,69.20512821,0,14.6,14.6,167.4153311,14.6,167.4153311,0,0
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2017,oct,5.06,69.20512821,0.5,22.2,22.2,387.0753039,22.7,404.7074778,0.5,17.63217388
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2015,may,NA,NA,NA,4.5,4.5,15.90429938,NA,NA,NA,NA
